,gid,aid,fen,move,annotation
1835,98,1,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq -,g1f3,"The first interesting moment, already on the second move. Baadur periodically plays the Budapest gambit, but that day I did not want to see it on the board. The first four moves I tried to play some solid chess, but then had to fight to get my Pawn back."
1836,98,2,rn1qkb1r/pp2pppp/2p2n2/8/P1pP2b1/2N2N2/1P2PPPP/R1BQKB1R w KQkq -,c8g4,"?! A well-known line, which has a reputation of being dubious. Even though I thought that knew the refutation, (as I had played a similar game a few years earlier) it turned out that things are not so simple.
5...Bf5 is the main line."
1837,98,3,rn1qkb1r/pp2pppp/2p2n2/4N2b/P1pP4/2N2P2/1P2P1PP/R1BQKB1R b KQkq -,f2f3,! The most principled answer and I believe that the strongest one.
1838,98,4,rn1qkb1r/pp1n1ppp/2p5/4p2b/P1NP4/2N2P2/1P2P1PP/R1BQKB1R w KQkq e6,e7e5,"! The point of Bg4 line.  Now both captures lead to a good position for black, so white has to come up with something stronger."
1839,98,5,rn2kb1r/pp1n1ppp/2p5/4P2b/P1N1P3/2N2qP1/1P5P/R1BQKB1R w KQkq -,f6f3,"11...Nxe5 12.Nxe5 Qxe5 13.g4 Bg6 14.f4 Qf6 15.f5 Qh4+ 16.Kd2! and White is clearly better as in my chess game against Ipatov, but black did not get enough compensation for the bishop."
1840,98,6,rn2kb1r/pp1n1ppp/2pN4/4P2b/P3P3/2N2qP1/1P5P/R1BQKB1R b KQkq -,c4d6,I was satisfied with my chess position since I knew that Bxd6 is losing for black and I could not believe that Ke7 can be actually playable.
1841,98,7,rn3b1r/pp1nkppp/2pN4/4P2b/P3P3/2N2qP1/1P5P/R1BQKB1R w KQ -,e8e7,"! Frankly, at first I was sure that the game would not last more than 10 more moves with such a King on e7 and a powerful knight in the attack. I had a feeling that the checkmate was not far away. .But the more I was thinking about the position, the more clearly I was realizing that there was no checkmate. Moreover, Black has his own active counterplay. Things got tricky, so for the next move I spent about 30 minutes.
If 12...Bxd6 13.Qxd6 Qxh1 White wins after 14.Bg5 f6 15.exf6 gxf6 16.Qe6+ Kf8 (16...Kd8 17.Bxf6++–) 17.Bh6 checkmate!"
1842,98,8,rn3b1r/pp1nkppp/2pN4/4P2b/P3P3/1QN2qP1/1P5P/R1B1KB1R b KQ -,d1b3,"The position looks kind of wild, but actually the next several moves are more or less forced for both sides. The toughest part was to find the upcoming Rg1 idea followed by Nd5, otherwise Qb3 would be just bad."
1843,98,9,rn3b1r/pQ3ppp/2pN1k2/4n2b/P3P3/2N2qP1/1P5P/R1B1KB1R w KQ -,e7f6,"! It's not every day you see both queens get almost to the corner of the board to hunt the rooks. Not to mention that f6 is not the most common square for Black's king with a full board of pieces. Now Rg1 with the idea of Be2 looks very strong However, unfortunately, my queen is also getting trapped, even though that was not so clear from this position, considering that my queen has a number of squares to go right now.
If 14...Kxd6 then simply 15.Rg1."
1844,98,10,r6r/pQ1n1ppp/2pb1k2/4n2b/P3P3/2N2qP1/1P2B2P/R1B1K1R1 w Q -,b8d7,!
1845,98,11,r6r/pQ3ppp/2pb1k2/2n1n2b/P3P3/2N2BP1/1P5P/R1B1K1R1 w Q -,d7c5,"?! Oops, it turns out that the White queen has no squares to retreat to, since 18. Qb4 runs into 18…Nd3+. But, here comes the help from the knight, which had to be foreseen in advance. Due to the fact that my next move white saves the queen, 17…Bf3 deserved serious attention.
Then after 18.Qb3 Nc5 19.Qc2 g6! I am not sure how to evaluate the position, but I have a feeling that Black's play should be a bit easier as its pieces are much more active and the King hides well on g7."
1846,98,12,r6r/pQ3ppp/2pb1k2/2nNn2b/P3P3/5BP1/1P5P/R1B1K1R1 b Q -,c3d5,!
1847,98,13,r6r/p4ppp/5k2/2nQb2b/P3P3/5nP1/1P5P/R1B2KR1 w - -,d6e5,!
1848,98,14,r6r/p4ppp/5k2/2Q1b2b/P3P3/5nP1/1P5P/R1B2KR1 b - -,d5c5,"Here a new stage of the game begins. With an extra queen, objectively White's position is close to winning. However, it is very easy to make a mistake."
1849,98,15,2r4r/p4ppp/5k2/7b/P3P3/4Q1P1/1P4Kn/R5R1 b - -,f1g2,"?  I don't think I spent more than a minute on this move, but the computer shows a crazy balancing act of White's king with 25.Ke1! Nf3+ 26.Kf2 Rc2+ 27.Kf1 Nh2+ 28.Ke1 Nf3+ 29.Kd1 and white should win."
1850,98,16,7r/p4pp1/5k2/7p/P3P1bK/4Q1P1/1Pr4n/R5R1 w - h6,h7h5,"I can't say that I felt very comfortable with the king on h4, but as we say in Russia: “If you are afraid of wolves, don’t go to the woods”. So I began to look for the ways to escape with the King without losing the queen or rooks along the way."
1851,98,17,5k1r/pQ3pp1/8/7p/P3P1bK/6P1/1Pr4n/R5R1 w - -,e7f8,"? A serious mistake, which allows White's king to run away. Much stronger was 30...Bd7! 31.Kg5 Rh6!, getting the last piece into play. For those who are interested, you can turn on the engine and see that its evaluation is as usual: triple zero. That means it is a forced draw somehow. But, from the human's point of view, the position is far from being clear and all three results are possible."
1852,98,18,5k1r/pQ3pp1/8/6Kp/P3P1b1/6P1/1Pr4n/R5R1 b - -,h4g5,! 
1853,98,19,5k1r/pQ4p1/5p2/7p/P3PKb1/6P1/1P2r2n/R5R1 w - -,c2e2,"I would love to confirm the myth of my extraordinary calculating chess abilities, but unfortunately I simply overlooked this move and its powerful threat of g7-g5 checkmate. So I began to frantically look for a perpetual check which I failed to find...The whole game flashed in my head, and it felt so disappointing to lose the game after such a heroic King escape.. Thus, the combination with a Queen sacrifice which led to the endgame with a big advantage for White was born out of desperation."
1854,99,0,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq d3,d2d4,"In order to play the variation that I want to play, I can no longer begin with my customary 1. Nf3."
1855,99,1,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -,d7d6,All normal.
1856,99,2,rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP1P1/2N5/PP2BP1P/R1BQK1NR b KQ g3,g2g4,"The point of White's opening.  If 6... e5 7. d5.

If 6... c5 7. d5 e6 8. f3 exd5 9. cxd5 Nbd7  (9... a6 10. a4) 10. Qc2 h5 11. h3 a6 12. Bg5 b5 13. gxh5 Qe8 14. h6 Bh8 15. Bf4 Qe7 16. Bg5 Qe8 =.  If 13... gxh5 14. h4 Ne5 15. Nh3 with just a slight advantage."
1857,99,3,r1bq1rk1/ppp1ppbp/2np1np1/8/2PPP1P1/2N5/PP2BP1P/R1BQK1NR w KQ -,b8c6,"Weak.

"
1858,99,4,r1bqnrk1/ppp1ppbp/3p2p1/3Pn1P1/2P1P2P/2N5/PP2BP2/R1BQK1NR b KQ h3,h2h4,"The second point of White's opening, headed to h5.

For now 9. f4 would only help Black relocate his knight to a better square. 9... Nd7 10. h4 Nc5 with the threat of 11... Bxc3+.
"
1859,99,5,r1bqnrk1/ppp1p1bp/3p1pp1/3Pn1P1/2P1P2P/2N5/PP2BP2/R1BQK1NR w KQ -,f7f6,"Very weak.

White doesn't have much after 10. h5 fxg5 11. Bxg5 h6 12. f4 hxg5 13. fxe5 Bxe5 14. hxg6 Nf6 (14... Ng7 15. Nf3 Bf4 16. Kf2 Bg4 17. Nd4 Be5+ 18. Kg2 Qe8 (18... Bxe2 19. Ncxe2) 19. Bxg4 Qxg6 20. Bf5 (20. Nf5)).
"
1860,99,6,r1bqnrk1/ppp1p1bp/3p1pp1/3Pn1P1/2P1PP1P/2N5/PP2B3/R1BQK1NR b KQ f3,f2f4,"Now if 10... Nd7 11. Nf3 Nc5 12. h5 and White is doing well.  The critical difference is that Black is not threatening Bxc3.  If 11... fxg5 12. Nxg5 Nc5 13. h5 Bxc3+ looks good, but that ship has already sailed because the knight on g5 is protecting e4, so 14. bxc3 h6 15. hxg6 hxg5 16. Qd4 is winning.  Black can try 13... h6 14. Ne6 and now 14... Nxe6 15. dxe6 Bxe6 16. hxg6.  If 14... Bxe6 15. dxe6 Bxc3+ 16. bxc3 Nxe4? 17. Qd3.  If 15... Nxe6? 16. Qd5 Rf6 17. Bg4 Qc8 18. e5."
1861,99,7,r1bqnrk1/ppp1pnbp/3p1pp1/3P2P1/2P1PP1P/2N5/PP2B3/R1BQK1NR w KQ -,e5f7,"
"
1862,99,8,r1bqnrk1/ppp1pnbp/3p1pp1/3P2P1/2P1PP1P/2N5/PPQ1B3/R1B1K1NR b KQ -,d1c2,"With the idea of h5, hxg6 and e5.

Other good choices include 11. Qd3, 11. Nf3, 11. Be3 and 11. Qb3.
"
1863,99,9,r1bqnrk1/ppp2nbp/3p1pp1/3Pp1P1/2P1PP1P/2N5/PPQ1B3/R1B1K1NR w KQ e6,e7e5,"Also weak.
"
1864,99,10,r1bqnrk1/ppp2nbp/3pPpp1/6P1/2P1PP1P/2N5/PPQ1B3/R1B1K1NR b KQ -,d5e6,"Strongest.  This open D file will be good for White.
"
1865,99,11,r2qnrk1/pppb2bp/3p1pp1/4NPP1/2P1P2P/2N5/PPQ1B3/R1B1K2R b KQ -,f3e5,My thinking at the time is to just get rid of this piece that is annoying.  This turns out to be good because White is getting rid of Black's best piece.
1866,99,12,r2qnrk1/pppb2bp/5pp1/4pPP1/2P1P2P/2N5/PPQ1B3/R1B1K2R w KQ -,d6e5,"
"
1867,99,13,r2qnrk1/pppb2bp/5pp1/4pPP1/2P1P2P/2N1B3/PPQ1B3/R3K2R b KQ -,c1e3,"According to Stockfish 9, White's best choice is 16. c5 gxf5 17. exf5 Kh8 18. g6 Bc6 19. Rh3 b6 20. h5 h6 21. Be3 bxc5 22. Rd1 Nd6 23. Qc1 Qe7 24. Bxh6 Nxf5 (24... Bxh6 25. Qxh6+ Kg8 26. Rxd6) 25. Be3 Qe8 ( 25... Nxe3 26. h6) 26. Bd3 e4 27. Bc4 Nxe3 (27... Rg8 28. Bf7 Qe7 29. h6) 28. Qxe3 f5 29. h6 Bd4 30. g7+ Kh7 (30... Bxg7 31. hxg7+ Kxg7 32. Qh6#) 31. gxf8=Q Qxf8 32. Qf4 Qf6 (32... Rc8 33. Be6) (32... Qd6 33. Qxf5+) 33. Qxc7+ Kh8 34. Rg3 f4 35. Qg7+ Qxg7 36. hxg7+ Kh7 (36... Bxg7 37. Rh3+ Bh6 38. Rxh6+ Kg7 39. Rxc6) 37. g8=Q+ Rxg8 38. Rxg8 e3 (38... f3 39. Kd2) 39. Ke2 Kh6 (39... f3+ 40. Kd3) 40. Nd5 Bg7 41. Rg1 f3+ 42. Kxe3 Bd4+ 43. Kxf3 Bxg1 44. Rxg1 Be8 45. Ne7 a5 46. Ng8+ Kh5 (46... Kh7 47. Nf6+ Kh6 48. Nxe8) 47. Kf4 Bc6 (47... Bg6 48. Rh1#) 48. Nf6+ Kh4 (48... Kh6 49. Bd3 Be8 50. Ng8+ Kh5 51. Rh1#) 49. Bf1 Bd7 50. Rh1+ Bh3 51. Rxh3#.
"
1868,99,14,r2qnrk1/pppb2bp/5p2/4ppP1/2P1P2P/2N1B3/PPQ1B3/2KR3R b - -,e1c1,"I wanted quick development with pressure on the D file.  I was less concerned about material.

White still has a strong advantage here. "
1869,99,15,r2q1rk1/pppb2bp/3B1p2/4p1P1/2P1Pp1P/2N5/PPQ1B3/2KR3R b - -,c5d6,"
"
1870,99,16,r4rk1/pp1bq1bp/3R1p2/4p1P1/2P1Pp1P/2N5/PPQ1B3/2K4R w - -,d8e7,White is winning after 21. Qd1 Bc6 22. c5 Kh8 23. Bg4 Rad8 (23... f3 24. g6 hxg6 25. h5 Bh6+ 26. Kb1 g5 27. Nd5 Qg7 28. Qxf3 Bxd5 29. exd5) 24. Bf5.
1871,99,17,r4rk1/pp1bq1bp/3R1p2/4p1P1/2P1Pp1P/2N5/PPQ1B3/2KR4 b - -,h1d1,"Throws away the strong advantage.

"
1872,99,18,r4rk1/pp2q1bp/2bR1p2/4p1P1/2P1Pp1P/2N5/PPQ1B3/2KR4 w - -,d7c6,Now 22. g6 hxg6 23. h5 g5 24. c5 with a slight advantage for White.
1873,99,19,r4rk1/pp2q1bp/2bR1p2/3Np1P1/2P1Pp1P/8/PPQ1B3/2KR4 b - -,c3d5,"I thought that I was being clever, but this is a blunder.

"
1874,100,0,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,g8f6,"This is called the Marshall Defense.  I don't like it for Black for reasons that we will soon see.

White to play."
1875,100,1,rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq -,c4d5,If 3... c6 4. Nc3 cxd5 5. Bf4 e6 (5... Bf5 6. Qb3) 6. e3 Bd6 7. Bxd6 Qxd6 8. Nf3  or 8. Rc1.
1876,100,2,rnb1kb1r/ppp1pppp/5n2/3q4/3P4/8/PP2PPPP/RNBQKBNR w KQkq -,d8d5,"
"
1877,100,3,rnb1kb1r/ppp1pppp/5n2/3q4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq -,b1c3,If 4... Qa5 5. Bd2 e5 6. e4 c6 7. dxe5 Qxe5 8. f4.
1878,100,4,rnb1kb1r/pppqpppp/5n2/8/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -,d5d7,"This is a terrible spot for the queen.

This is the first of three key positions."
1879,100,5,rnb1kb1r/pppqpppp/5n2/8/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq e3,e2e4,"White should have played 5. Nf3 first, which prevents Black from getting a pawn in the center.

Now Black is doing well after 5... e5 6. dxe5 Qxd1+.  If 6. d5 then 6... Bb4 7. f3 c6 and Black is slightly better."
1880,100,6,rnb1kb1r/1ppqpppp/p4n2/8/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq -,a7a6,"
"
1881,100,7,rnb1kb1r/1ppqpppp/p4n2/8/3PP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,g1f3,If 6... e6 7. Bd3 b5 8. Be3 c5 9. dxc5 Ng4 10. Bf4 or 10. Qd2.  Then if 10... b4 11. Na4.
1882,100,8,rnb1kb1r/1ppqpp1p/p4np1/8/3PP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,g7g6,"
"
1883,100,9,rnbqkb1r/1pp1pp1p/p4np1/4N3/2BPP3/2N5/PP3PPP/R1BQK2R b KQkq -,f1c4,This forces Black to weaken his pawn structure.
1884,100,10,rnbqkb1r/1pp2p1p/p3pnp1/4N3/2BPP3/2N5/PP3PPP/R1BQK2R w KQkq -,e7e6,Now Black has dark square weaknesses.
1885,100,11,rnbqkb1r/1pp2p1p/p3pnp1/4N1B1/2BPP3/2N5/PP3PPP/R2QK2R b KQkq -,c1g5,"If 9... Be7 10. d5 O-O 11. Bh6 Re8 12. O-O exd5 13. Nxd5 Be6 (13... Nxe4 14. Nxf7) 14. Qf3.
"
1886,100,12,r1bqkb1r/1ppn1p1p/p3pnp1/4N1B1/2BPP3/2N5/PP3PPP/R2QK2R w KQkq -,b8d7,A blunder.
1887,100,13,2kr3r/1ppb1p1p/p3pqp1/8/2BP4/2N5/PP3PPP/R2Q1RK1 w - -,e8c8,This is the second of three key positions.
1888,100,14,2kr3r/1ppb1p1p/p3pqp1/3P4/2B5/2N5/PP3PPP/R2Q1RK1 b - -,d4d5,"White is going to rid himself of his pawn weakness.  This also frees the White queen to go to b3.

If 15... b5? 16. Bd3 White is fine.  If Black were to pursue 16... exd5?! 17. Nxd5 Qxb2? 18. Rc1 or 18. Qf3 and Black has too many weaknesses."
1889,100,15,2kr3r/1ppb1p2/p3pqp1/3P3p/2B5/2N5/PP3PPP/R2Q1RK1 w - h6,h7h5,Not particularly helpful.
1890,100,16,2kr3r/1ppb1p2/p4qp1/3p3p/2B5/1QN5/PP3PPP/R4RK1 w - -,e6d5,Makes things worse.
1891,100,17,2kr3r/1ppb1p2/p2q2p1/3N3p/2B5/1Q6/PP3PPP/R4RK1 w - -,f6d6,"I thought that this spot for the Queen was questionable, but computer analysis agrees with it."
1892,100,18,2kr3r/1ppb1p2/p2q2p1/3N3p/2B5/1Q6/PP3PPP/2R2RK1 b - -,a1c1,"Black should play 18... Kb8 19. Nxc7 Qxc7 20. Bd5 Ba4 21. Qxa4, but White is still winning."
1893,100,19,2kr3r/1pp2p2/p2qb1p1/3N3p/2B5/1Q6/PP3PPP/2R2RK1 w - -,d7e6,"This is the third key position.
"
1894,101,0,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,c7c6,Caro-Kann defence
1895,101,1,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq -,e4d5,Exchange variation
1896,101,2,rnbqkbnr/pp2pppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq c3,c2c4,Panov-Botvinnik Attack
1897,101,3,rnbqk2r/pp3ppp/4pn2/3p4/1bPP4/2N2N2/PP3PPP/R1BQKB1R w KQkq -,f8b4,Main line. Alternative is Be7
1898,101,4,rnbqk2r/pp3ppp/4pn2/3p4/QbPP4/2N2N2/PP3PPP/R1B1KB1R b KQkq -,d1a4,7. cxd5 Nxd5 is the main line giving the isolated queen's pawn common in the Panov-Botvinnik attack.
1899,101,5,r2q1rk1/pp3ppp/2b1pn2/3p4/2PP4/2P5/P1Q2PPP/R1B1KB1R w KQ -,e8g8,"A series of captures that seems to favour black. Black has developed all minor pieces and castled, white on the other hand is behind in development after moving the Queen twice and exchanging a Knight that moved three times for black's Knight that moved once. "
1900,101,6,r2q1rk1/pp3ppp/2b1pn2/2Pp4/3P4/2P5/P1Q2PPP/R1B1KB1R b KQ -,c4c5,Maintains the pawn majority on the queen-side. The c4 square could be a useful outpost square for black's knight however
1901,101,7,1r3rk1/p1q2ppp/2b1pn2/3p4/3P4/2PB4/P1Q2PPP/1RB1K2R w K -,a8b8,Black seeks to take the open file for his own rook 
1902,101,8,1r3rk1/p1q2ppp/2b1pn2/3p2B1/3P4/2PB4/P1Q2PPP/1R2K2R b K -,c1g5,Threatens to remove the Knight defending h7 
1903,101,9,1r3rk1/p1q2ppp/2b1p3/3p4/3Pn2B/2PB4/P1Q2PPP/1R2K2R b K -,g5h4,"Gives the initiative to black with many attacking chances. Better maybe, 17. Bxe4 which removes the potentially strong black knight and creates a strong pawn on the c-file for white."
1904,101,10,5rk1/p1q2ppp/2b1p3/3p4/3P3B/2nB4/P4PPP/1Q2K2R w K -,e4c3,? A mistake. Better was 18 ... Rb8 developing the rook to the open file with tempo or 18 ... Bb5 threatening 19 ... Qxc3 20. Ke2 Qd2+ forcing the white king to the wrong side of his defenders.
1905,101,11,5r1k/p1q2ppB/2b1p3/3p4/3P3B/2n5/P1Q2PPP/4K2R b K -,b1c2,"? Only 20. Qb4 saves the position, attacking the knight and rook, after which white has a playable game. After 20. Qc2 the queen can be forced off the b1-h8 diagonal and the white bishop falls."
1906,101,12,1r5k/p1q2ppB/4p3/3p4/b2P3B/2nQ4/P4PPP/4K2R w K -,f8b8,Better was 21 ... Qa5! with the discovered check Ne4+. The played move 21 ... Rb8 allows the skewer 22. Bg3 making the game very uncomfortable for black although still with the better position.
1907,101,13,1r5k/p4ppB/4p3/q2p4/b2P4/2nQ2B1/P4PPP/4K2R w K -,c7a5,"Better late than never, the queen moves to a5"
1908,101,14,1r5k/p4ppB/4p3/q2p4/b2P4/2nQ2B1/P4PPP/5RK1 b - -,e1g1,23. Qd2 is the only move. Removing the discovered check and attempting to exchange queens.
1909,101,15,1r5k/p4ppB/4p3/qb1p4/3P4/2nQ2B1/P4PPP/5RK1 w - -,a4b5,Skewering the rook through the queen.
1910,101,16,1B6/p4ppk/4p3/q2p4/3P4/2n1Q3/P4PPP/5K2 b - -,g1f1,Better was 26. h3 giving the king space to escape the back rank away from the middle
1911,101,17,1B6/p4ppk/4p3/1q1p4/3P4/2n1Q3/P4PPP/5K2 w - -,a5b5,Forking the king and bishop
1912,101,18,1B6/p4ppk/4p3/3p4/3P4/2n1Q3/P4PPP/1q2K3 w - -,b5b1,Ignoring capturing the bishop for greater play elsewhere
1913,101,19,8/p4ppk/4p3/3p4/3Pn3/4QK2/P4PPq/8 w - -,b8h2,And black resigns a lost position.
1914,102,0,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,g8f6,The Berlin Defence...
1915,102,1,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq -,f6e4,"I know a thing or two about this line, having played it and played against it with mixed results. First Black nicks a pawn..."
1916,102,2,r1bqkb1r/pppp1ppp/2nn4/1B2p3/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq -,e4d6,"Takes care not to be greedy and take another, attacking the Bishop instead..."
1917,102,3,r1bqkb1r/pppp1ppp/2Bn4/4p3/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq -,b5c6,Which exchanges.
1918,102,4,r1bqkb1r/ppp2ppp/2pn4/4P3/8/5N2/PPP2PPP/RNBQ1RK1 b kq -,d4e5,White gets his pawn back...
1919,102,5,r1bQkb1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNB2RK1 b kq -,d1d8,And Black has to allow the Queen exchange...
1920,102,6,r1bk1b1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNB2RK1 w - -,e8d8,"The line starts here, and many many games have been played from this position; Black has the two Bishops but has doubled pawns and can't castle. Which side is better placed?"
1921,102,7,r1bk1b1r/ppp2ppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1B2RK1 b - -,b1c3,White starts developing his Q-side.
1922,102,8,r1bk3r/ppp1bppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1B2RK1 w - -,f8e7,"Actually, the analysis prefers 9...Ne7, but I doubt it is that significant at this stage? 9...Be6 looks okay too."
1923,102,9,r1bk3r/ppp1bppp/2p5/4Pn2/8/2N2N2/PPP2PPP/R1BR2K1 b - -,f1d1,"White gets his Rook onto the open file with check, which suggests 9...Ke8 was also a viable option on the last move."
1924,102,10,r1b1k2r/ppp1bppp/2p5/4Pn2/8/2N2N1P/PPP2PP1/R1BR2K1 b - -,h2h3,"Possibly over-cautious; I remembered this move being played in previous games, but it is, I imagine, to prevent 11...Bg4, which isn't going to happen here. I'm recalling parts of other games at this point, rather than thinking about the actual position! 11.Bg5 looks pretty strong too, forcing an exchange, since d8 is attacked twice if the Bishop moves. That would get rid of Black's two-Bishop advantage, but it didn't occur to me."
1925,102,11,r3k2r/pppbbppp/2p5/4Pn2/8/1PN2N1P/P1P2PP1/R1BR2K1 b - -,b2b3,"Instead, I decide to get the Bishop out via b2..."
1926,102,12,r3k2r/pppbbpp1/2p5/4PnBp/8/1PN2N1P/P1P2PP1/R2R2K1 b - -,c1g5,We're both changing plans as we go along - I was expecting 12...Rd8 - the point of bringing the Bishop out to d7; 12...h5 means my Bishop can go here without being attacked by a pawn.
1927,102,13,r3k2r/ppp1bpp1/2p1b3/4PnBp/8/1PN2N1P/P1P2PP1/R2R2K1 w - -,d7e6,"Another change of plan - Black could have gone here in one move; perhaps he expected 13.Ng5 and now plans to go to d5 with the Bishop, encouraging me to undouble his pawns?"
1928,102,14,r3k2r/ppp1Bpp1/2p1b3/4Pn1p/8/1PN2N1P/P1P2PP1/R2R2K1 b - -,g5e7,Instead I exchange Bishops while I can.
1929,102,15,r6r/ppp1kpp1/2p1b3/4Pn1p/8/1PN2N1P/P1PR1PP1/R5K1 b - -,d1d2,"Getting ready to double my Rooks up on the open file. However, this is possibly the wrong plan; remembering Fischer's Exchange Variation, where White's K-side pawn majority is stronger than Black's Q-side one, because of the doubled pawns, I embark on a series of exchanges that does me no good at all, and rather fritters away what advantage I definitely had early on..."
